id,name,district_id,province_id,name_nep
272,Fikal Rural Municipality,23,3,?????? ??????????
273,Marin Rural Municipality,23,3,???? ??????????
274,Sunkoshi Rural Municipality,23,3,??????? ??????????
275,Hariharpurgadhi Rural Municipality,23,3,??????????? ??????????
276,Manthali Municipality,24,3,?????? ?????????
277,Ramechhap Municipality,24,3,??????? ?????????
278,Umakunda Rural Municipality,24,3,???????? ??????????
279,Khandadevi Rural Municipality,24,3,????????? ??????????
280,Gokulganga Rural Municipality,24,3,?????????? ??????????
281,Doramba Shanlung Rural Municipality,24,3,??????? ?????? ??????????
282,Likhu Tamakoshi Rural Municipality,24,3,???? ???????? ??????????
283,Sunapati Rural Municipality,24,3,??????? ??????????
284,Jiri Municipality,25,3,???? ?????????
285,Bhimeshwar Municipality,25,3,???????? ?????????
286,Kalinchok Rural Municipality,25,3,????????? ??????????
287,Gaurishankar Rural Municipality,25,3,????????? ??????????
288,Tamakoshi Rural Municipality,25,3,???????? ??????????
289,Melung Rural Municipality,25,3,??????? ??????????
290,Vigu Rural Municipality,25,3,???? ??????????
291,Vaiteshwar Rural Municipality,25,3,???????? ??????????
292,Shailung Rural Municipality,25,3,??????? ??????????
293,Changunarayan Municipality,26,3,??????????? ?????????
294,Bhaktapur Municipality,26,3,??????? ?????????
295,Madhyapur Thimi Municipality,26,3,??????? ???? ?????????
296,Suryavinayak Municipality,26,3,??????????? ?????????
297,Dhunibenshi Municipality,27,3,????????? ?????????
298,Nilkantha Municipality,27,3,??????? ?????????
299,Khaniyabas Rural Municipality,27,3,???????? ??????????
300,Gajuri Rural Municipality,27,3,????? ??????????
301,Galchi Rural Municipality,27,3,????? ??????????
302,Gangajamuna Rural Municipality,27,3,?????????? ??????????
303,Jwalamukhi Rural Municipality,27,3,?????????? ??????????
304,Thakre Rural Municipality,27,3,?????? ??????????
305,Netravati Dabjong Rural Municipality,27,3,????????? ????? ??????????
306,Benighat Rorang Rural Municipality,27,3,??????? ??????? ??????????
307,Ruvi Valley Municipality,27,3,???? ?????? ??????????
308,Siddhalek Rural Municipality,27,3,???????? ??????????
309,Tripura Sundari Rural Municipality,27,3,??????????????? ??????????
310,Kathmandu Metropolitan City,28,3,?????????? ????????????
311,Kageshwari Manohara Municipality,28,3,????????? ?????? ?????????
312,Kirtipur Municipality,28,3,????????? ?????????
313,Gokarneshwar Municipality,28,3,??????????? ?????????
314,Chandragiri Municipality,28,3,??????????? ?????????
315,Tokha Municipality,28,3,???? ?????????
316,Tarkeshwar Municipality,28,3,????????? ?????????
317,Dakshinkali Municipality,28,3,?????????? ?????????
318,Nagarjuna Municipality,28,3,????????? ?????????
319,Budhanilkantha Municipality,28,3,??????????? ?????????
320,Shankharapur Municipality,28,3,????????? ?????????
321,Dhulikhel Municipality,29,3,??????? ?????????
322,Banepa Municipality,29,3,????? ?????????
323,Panauti Municipality,29,3,????? ?????????
324,Panchkhal Municipality,29,3,??????? ?????????
325,Namobuddha Municipality,29,3,???????? ?????????
326,Mandandeupur Municipality,29,3,??????????? ?????????
327,Khanikhola Rural Municipality,29,3,???????? ??????????
328,Chaurideurali Rural Municipality,29,3,???????????? ??????????
329,Temal Rural Municipality,29,3,????? ??????????
330,Bethanchowk Rural Municipality,29,3,???????? ??????????
331,Bhumlu Rural Municipality,29,3,?????? ??????????
332,Mahabharat Rural Municipality,29,3,??????? ??????????
333,Roshi Rural Municipality,29,3,???? ??????????
334,Lalitpur Metropolitian,30,3,??????? ????????????
335,Godavari Municipality,30,3,??????? ?????????
336,Mahalakshmi Municipality,30,3,?????????? ?????????
337,Konjyosom Rural Municipality,30,3,??????????? ??????????
338,Bagmati Rural Municipality,30,3,?????? ??????????
339,Mahankal Rural Municipality,30,3,???????? ??????????
340,Bidur Municipality,31,3,????? ?????????
341,Belkotgadhi Municipality,31,3,????????? ?????????
342,Kakani Rural Municipality,31,3,???? ??????????
343,Kispang Rural Municipality,31,3,??????? ??????????
344,Tadi Rural Municipality,31,3,???? ??????????
345,Tarkeshwar Rural Municipality,31,3,????????? ??????????
346,Dupcheshwor Rural Municipality,31,3,?????????? ??????????
347,Panchakanya Rural Municipality,31,3,????????? ??????????
348,Likhu Rural Municipality,31,3,???? ??????????
349,Myagang Rural Municipality,31,3,????? ??????????
350,Shivpuri Rural Municipality,31,3,??????? ??????????
351,Suryagadhi Rural Municipality,31,3,???????? ??????????
352,Uttargaya Rural Municipality,32,3,???????? ??????????
353,Kalika Rural Municipality,32,3,?????? ??????????
354,Gosaikunda Rural Municipality,32,3,?????????? ??????????
355,Naukunda Rural Municipality,32,3,??????? ??????????
356,Amachhodingmo Rural Municipality,32,3,?????????? ??????????
357,Chautara Sangachokgadhi Municipality,33,3,?????? ??????????? ?????????
358,Barhabise Municipality,33,3,????????? ?????????
359,Melamchi Municipality,33,3,??????? ?????????
360,Indravati Rural Municipality,33,3,?????????? ??????????
361,Jugal Rural Municipality,33,3,???? ??????????
362,Panchpokhari Thangpal Rural Municipality,33,3,????????? ?????? ??????????
363,Balefi Rural Municipality,33,3,????? ??????????
364,Bhotekoshi Rural Municipality,33,3,???????? ??????????
365,Lisankhu Pakhar Rural Municipality,33,3,??????? ???? ??????????
366,Sunkoshi Rural Municipality,33,3,??????? ??????????
367,Helmu Rural Municipality,33,3,??????? ??????????
368,Tripura Sundari Rural Municipality,33,3,??????????????? ??????????
369,Bharatpur Metropolitian,34,3,?????? ????????????
370,Kalika Municipality,34,3,?????? ?????????
371,Khairhani Municipality,34,3,?????? ?????????
372,Madi Municipality,34,3,???? ?????????
373,Ratnanagar Municipality,34,3,??????? ?????????
374,Rapti Municipality,34,3,?????? ?????????
375,Ichchakamana Rural Municipality,34,3,?????????? ??????????
376,Hetauda Sub-metropolis,35,3,?????? ??????????????
377,Thaha Municipality,35,3,???? ?????????
378,Indrasarobar Rural Municipality,35,3,??????????? ??????????
379,Kailash Rural Municipality,35,3,????? ??????????
380,Bakaiya Rural Municipality,35,3,????? ??????????
381,Bagmati Rural Municipality,35,3,??????? ??????????
382,Bhimfedi Rural Municipality,35,3,??????? ??????????
383,Makwanpurgadhi Rural Municipality,35,3,??????????? ??????????
384,Manahari Rural Municipality,35,3,????? ??????????
385,Raksirang Rural Municipality,35,3,??????????? ??????????
386,Baglung Municipality,36,4,?????? ?????????
387,Galkot Municipality,36,4,?????? ?????????
388,Jaimuni Municipality,36,4,?????? ?????????
389,Dhorpatan Municipality,36,4,??????? ?????????
390,Wareng Rural Municipality,36,4,???? ??????????
391,Kathekhola Rural Municipality,36,4,???????? ??????????
392,Tamankhola Rural Municipality,36,4,???????? ??????????
393,Tarakhola Rural Municipality,36,4,???????? ??????????
394,Nisikhola Rural Municipality,36,4,???????? ??????????
395,Wadigad Rural Municipality,36,4,?????? ??????????
396,Gorkha Municipality,37,4,????? ?????????
397,Palungtar Municipality,37,4,???????? ?????????
398,Barpak Sulikot Rural Municipality,37,4,?????? ??????? ??????????
399,Siranchok Rural Municipality,37,4,???????? ??????????
400,Ajirkot Rural Municipality,37,4,??????? ??????????
401,Arughat Rural Municipality,37,4,?????? ??????????
402,Gandaki Rural Municipality,37,4,?????? ??????????
403,Chumanuvri Rural Municipality,37,4,????????? ??????????
404,Dharche Rural Municipality,37,4,?????? ??????????
405,Bhimsenthapa Rural Municipality,37,4,?????????? ??????????
406,Shahid Lakhan Rural Municipality,37,4,???? ??? ??????????
407,Pokhara Metropolitan City,38,4,????? ????????????
408,Annapurna Rural Municipality,38,4,????????? ??????????
409,Machhapuchhre Rural Municipality,38,4,???????????? ??????????
410,Madi Rural Municipality,38,4,???? ??????????
411,Rupa Rural Municipality,38,4,???? ??????????
412,Besishahar Municipality,39,4,??????? ?????????
413,Madhya Nepal Municipality,39,4,????????? ?????????
414,Rainas Municipality,39,4,???????? ?????????
415,Sunderbazar Municipality,39,4,?????????? ?????????
416,Kwalasothar Rural Municipality,39,4,????????????? ??????????
417,Dudhpokhari Rural Municipality,39,4,???????? ??????????
418,Dordi Rural Municipality,39,4,?????? ??????????
419,Marsyangdi Rural Municipality,39,4,?????????? ??????????
420,Chame Rural Municipality,40,4,???? ??????????
421,Narpa land Rural Municipality,40,4,?????? ???? ??????????
422,Naso Rural Municipality,40,4,????? ??????????
423,Manang Ngisyang Rural Municipality,40,4,???? ??????? ??????????
424,Gharpajhong Rural Municipality,41,4,?????? ??????????
425,Thasang Rural Municipality,41,4,????? ??????????
426,Lo-Ghekar Damodarkund Rural Municipality,41,4,??-???? ??????????? ??????????
427,Lomanthang Rural Municipality,41,4,???????? ??????????
428,Waragung Free Zone Municipality,41,4,??????? ????????????? ??????????
429,Beni Municipality,42,4,???? ?????????
430,Annapurna Rural Municipality,42,4,????????? ??????????
431,Dhawalagiri Rural Municipality,42,4,???????? ??????????
432,Mangala Rural Municipality,42,4,????? ??????????
433,Malika Rural Municipality,42,4,?????? ??????????
434,Raghuganga Rural Municipality,42,4,??????? ??????????
435,Kawasoti Municipality,43,4,???????? ?????????
436,Gaidakot Municipality,43,4,??????? ?????????
437,Devachuli Municipality,43,4,??????? ?????????
438,Madyavindu Municipality,43,4,?????????? ?????????
439,Baudikali Rural Municipality,43,4,???????? ??????????
440,Bulingtar Rural Municipality,43,4,???????? ??????????
441,Vinayi Triveni Rural Municipality,43,4,????? ???????? ??????????
442,Hupsekot Rural Municipality,43,4,????????? ??????????
443,Kushma Municipality,44,4,?????? ?????????
444,Phalewas Municipality,44,4,?????? ?????????
445,Jaljala Rural Municipality,44,4,????? ??????????
446,Paiyun Rural Municipality,44,4,????? ??????????
447,Mahashila Rural Municipality,44,4,??????? ??????????
448,Modi Rural Municipality,44,4,???? ??????????
449,Vihadi Rural Municipality,44,4,?????? ??????????
450,Galyang Municipality,45,4,?????? ?????????
451,Chapakot Municipality,45,4,??????? ?????????
452,Putlibazar Municipality,45,4,????????? ?????????
453,Bhirkot Municipality,45,4,?????? ?????????
454,Waling Municipality,45,4,????? ?????????
455,Arjunchaupari Rural Municipality,45,4,???????????? ??????????
456,Andhikhola Rural Municipality,45,4,???????? ??????????
457,Kaligandaki Rural Municipality,45,4,?????????? ??????????
458,Fedikhola Rural Municipality,45,4,???????? ??????????
459,Biruwa Rural Municipality,45,4,?????? ??????????
460,Harinas Rural Municipality,45,4,?????? ??????????
461,Bhanu Municipality,46,4,???? ?????????
462,Bhimad Municipality,46,4,????? ?????????
463,Byas Municipality,46,4,????? ?????????
464,Shuklagand Municipality,46,4,???????????? ?????????
465,Aanbukhaireni Rural Municipality,46,4,?????????? ??????????
466,Rhishing Rural Municipality,46,4,?????? ??????????
467,Ghiring Rural Municipality,46,4,????? ??????????
468,Devghat Rural Municipality,46,4,?????? ??????????
469,Myagde Rural Municipality,46,4,???????? ??????????
470,Vandipur Rural Municipality,46,4,???????? ??????????
471,Kapilvastu Municipality,47,5,????????? ?????????
472,Buddhabhumi Municipality,47,5,????????? ?????????
473,Shivraj Municipality,47,5,?????? ?????????
474,Maharajganj Municipality,47,5,????????? ?????????
475,Krishnanagar Municipality,47,5,???????? ?????????
476,Banganga Municipality,47,5,??????? ?????????
477,Mayadevi Rural Municipality,47,5,???????? ??????????
478,Yasodhara Rural Municipality,47,5,?????? ??????????
479,Suddhodhan Rural Municipality,47,5,???????? ??????????
480,Vijayanagar Rural Municipality,47,5,??????? ??????????
481,Sunwal Municipality,48,5,?????? ????????? 
482,Ramgram Municipality,48,5,???????? ?????????
483,Palhi Nandan Rural Municipality,48,5,????? ????? ??????????
484,Sarawal Rural Municipality,48,5,?????? ??????????
485,Bardaghat Municipality,48,5,??????? ?????????
486,Pratappur Rural Municipality,48,5,????????? ??????????
487,Susta Rural Municipality,48,5,?????? ??????????
488,Butwal Sub-metropolis,49,5,????? ??????????????
489,Devadaha Municipality,49,5,????? ?????????
490,Lumbini Cultural Municipality,49,5,???????? ?????????? ?????????
491,Sainamaina Municipality,49,5,???????? ?????????
492,Siddharthnagar Municipality,49,5,???????????? ?????????
493,Tilottama Municipality ,49,5,????????? ?????????
494,Gaidhawa Rural Municipality,49,5,?????? ??????????
495,Kanchan Rural Municipality,49,5,????? ??????????
496,Kothimai Rural Municipality,49,5,???????? ??????????
497,Marchwari Rural Municipality,49,5,???????? ??????????
498,Mayadevi Rural Municipality,49,5,???????? ??????????
499,Omasatiya Rural Municipality,49,5,??????? ??????????
500,Rohini Rural Municipality,49,5,?????? ??????????
501,Sammarimai Rural Municipality,49,5,????????? ??????????
502,Siyari Rural Municipality,49,5,?????? ??????????
503,Shuddhodhan Rural Municipality,49,5,???????? ??????????
504,Sandhikharka Municipality,50,5,????????? ?????????
505,Shitganga Municipality,50,5,??????? ?????????
506,Bhumisthan Municipality,50,5,??????????? ?????????
507,Chhatradev Rural Municipality,50,5,??????? ??????????
508,Panini Rural Municipality,50,5,?????? ??????????
509,Malarani Rural Municipality,50,5,???????? ??????????
510,Musikot Municipality,51,5,??????? ?????????
